household_id,dma,subscription_tier,primary_device,signup_date,is_active
977,Boston MA,Basic,Fire TV Stick,2024-09-02,true
978,Phoenix AZ,Basic,Web browser,2026-07-27,true
979,Atlanta GA,Standard,Apple TV,2025-06-27,true
980,Phoenix AZ,Premium Ad-Free,Roku,2022-05-16,true
981,Phoenix AZ,Standard,Samsung TV,2025-01-31,false
982,Minneapolis MN,Basic,Roku,2025-07-12,true
983,Denver CO,Basic,Apple TV,2023-10-29,true
984,Miami FL,Basic,iPad,2023-10-13,true
985,Phoenix AZ,Premium,Apple TV,2025-03-22,true
986,Detroit MI,Standard,Android phone,2022-12-26,true
987,Miami FL,Premium,Samsung TV,2024-02-24,true
988,Los Angeles CA,Premium,Apple TV,2025-12-18,true
989,Philadelphia PA,Basic,Android phone,2025-04-02,true
990,Portland OR,Standard,iPhone,2022-12-28,true
991,Los Angeles CA,Premium Ad-Free,Apple TV,2026-04-09,true
992,Denver CO,Standard,Fire TV Stick,2026-08-09,true
993,Hartford CT,Basic,Web browser,2023-10-26,true
994,Dallas-Ft Worth TX,Premium,Fire TV Stick,2024-09-29,true
995,Denver CO,Premium,Web browser,2025-07-25,true
996,Miami FL,Standard,Samsung TV,2024-08-13,true
997,Denver CO,Standard,Web browser,2025-11-11,true
998,Atlanta GA,Basic,Apple TV,2025-01-14,true
999,Columbus OH,Premium,iPhone,2025-08-24,true
1000,Denver CO,Standard,iPhone,2024-02-14,false
1001,Nashville TN,Basic,Apple TV,2023-09-29,false
1002,Minneapolis MN,Standard,Fire TV Stick,2022-09-13,true
1003,Phoenix AZ,Premium Ad-Free,iPhone,2026-05-13,true
1004,Baltimore MD,Premium,Android phone,2025-03-30,true
1005,New York NY,Basic,Apple TV,2025-07-07,true
1006,St Louis MO,Basic,iPad,2024-02-25,true
1007,Baltimore MD,Premium Ad-Free,Android phone,2024-05-08,true
1008,Denver CO,Premium Ad-Free,Fire TV Stick,2022-11-11,true
1009,Minneapolis MN,Standard,Web browser,2022-09-06,true
1010,Denver CO,Standard,Roku,2023-04-25,true
1011,Chicago IL,Standard,Android phone,2025-10-18,true
1012,Portland OR,Standard,Samsung TV,2026-06-25,true
1013,Philadelphia PA,Basic,Android phone,2022-10-08,true
1014,Los Angeles CA,Basic,iPad,2022-07-31,true
1015,Denver CO,Basic,Android phone,2025-07-29,true
1016,Nashville TN,Premium,Android phone,2026-06-16,true
1017,Atlanta GA,Basic,iPad,2023-09-18,true
1018,Seattle WA,Basic,Android phone,2024-02-10,true
1019,Providence RI,Standard,iPad,2022-10-24,true
1020,New York NY,Basic,Samsung TV,2024-03-02,true
1021,Boston MA,Basic,Fire TV Stick,2023-05-15,true
1022,Boston MA,Standard,Fire TV Stick,2023-04-04,true
1023,Baltimore MD,Standard,iPhone,2026-08-13,true
1024,Nashville TN,Standard,iPhone,2026-01-06,true
1025,Nashville TN,Premium,Roku,2023-04-14,true
1026,Boston MA,Basic,Fire TV Stick,2025-11-18,true
1027,Boston MA,Premium,Web browser,2025-10-07,true
1028,Chicago IL,Premium,Android phone,2023-05-28,true
1029,Phoenix AZ,Premium,iPad,2025-10-09,true
1030,Los Angeles CA,Standard,Fire TV Stick,2026-01-04,true
1031,Seattle WA,Standard,Roku,2026-08-07,true
1032,Hartford CT,Standard,Apple TV,2024-08-17,false
1033,Minneapolis MN,Standard,iPad,2023-11-26,true
1034,Los Angeles CA,Basic,iPhone,2023-06-29,true
1035,Boston MA,Premium Ad-Free,iPad,2022-09-28,true
1036,Minneapolis MN,Standard,Samsung TV,2023-11-04,true
1037,St Louis MO,Premium,Samsung TV,2023-05-21,true
1038,Providence RI,Standard,iPhone,2025-09-30,true
1039,Dallas-Ft Worth TX,Basic,Web browser,2025-03-09,true
1040,Nashville TN,Standard,Samsung TV,2025-05-05,true
1041,Minneapolis MN,Standard,iPhone,2026-05-18,true
1042,Baltimore MD,Standard,Web browser,2022-06-20,false
1043,Dallas-Ft Worth TX,Basic,Apple TV,2025-08-12,true
1044,Atlanta GA,Basic,iPad,2024-09-19,true
1045,Minneapolis MN,Standard,iPhone,2025-02-11,true
1046,Hartford CT,Standard,Web browser,2026-06-19,true
1047,Philadelphia PA,Premium Ad-Free,Samsung TV,2022-10-01,true
1048,Miami FL,Basic,Android phone,2025-09-16,true
1049,Detroit MI,Basic,Apple TV,2026-03-23,true
1050,New York NY,Basic,Android phone,2025-03-05,true
1051,Denver CO,Standard,Apple TV,2026-01-13,true
1052,Atlanta GA,Standard,iPhone,2022-05-02,true
1053,Denver CO,Standard,iPad,2025-11-03,true
1054,Columbus OH,Premium Ad-Free,Samsung TV,2025-05-07,true
1055,Boston MA,Basic,Samsung TV,2025-06-26,true
1056,Columbus OH,Standard,Apple TV,2026-07-18,true
1057,Dallas-Ft Worth TX,Basic,Android phone,2026-08-08,true
1058,Portland OR,Basic,iPhone,2024-06-09,true
1059,Dallas-Ft Worth TX,Standard,iPhone,2025-08-26,true
1060,Los Angeles CA,Basic,Roku,2026-04-18,true
1061,Portland OR,Standard,Roku,2025-05-25,true
1062,Detroit MI,Standard,Roku,2025-06-21,true
1063,New York NY,Premium,iPad,2024-10-27,true
1064,Minneapolis MN,Standard,iPad,2022-05-14,true
1065,Portland OR,Standard,Roku,2025-05-01,true
1066,Atlanta GA,Standard,Roku,2023-08-11,true
1067,St Louis MO,Basic,iPad,2023-05-02,true
1068,Miami FL,Basic,iPhone,2026-06-09,true
1069,Los Angeles CA,Standard,Apple TV,2024-06-27,true
1070,Providence RI,Premium Ad-Free,iPhone,2024-09-19,true
1071,Detroit MI,Basic,Fire TV Stick,2024-06-17,true
1072,Philadelphia PA,Standard,Fire TV Stick,2025-11-30,true
1073,Portland OR,Premium,Apple TV,2024-08-24,true
1074,Denver CO,Premium,Web browser,2026-02-15,true
1075,Seattle WA,Standard,iPad,2022-07-26,true
1076,Hartford CT,Standard,Fire TV Stick,2024-02-13,true
1077,Minneapolis MN,Standard,iPhone,2026-07-05,false
1078,Hartford CT,Premium,Web browser,2024-06-21,true
1079,Dallas-Ft Worth TX,Basic,Web browser,2022-08-26,true
1080,Nashville TN,Premium,iPad,2023-06-12,true
1081,St Louis MO,Basic,Fire TV Stick,2025-06-23,true
1082,Columbus OH,Premium,Fire TV Stick,2022-10-19,true
1083,Columbus OH,Basic,Fire TV Stick,2025-11-08,true
1084,Phoenix AZ,Basic,Fire TV Stick,2025-08-04,false
1085,Philadelphia PA,Basic,Fire TV Stick,2025-12-27,true
1086,Nashville TN,Standard,Apple TV,2022-08-31,true
1087,Nashville TN,Basic,iPhone,2023-07-23,true
1088,Columbus OH,Basic,Samsung TV,2024-06-01,true
1089,Detroit MI,Standard,Samsung TV,2023-10-08,true
1090,New York NY,Standard,Fire TV Stick,2025-07-16,true
1091,Denver CO,Premium,Fire TV Stick,2026-05-09,true
1092,Dallas-Ft Worth TX,Premium,Web browser,2022-12-31,false
1093,Nashville TN,Standard,iPhone,2022-06-27,true
1094,Atlanta GA,Basic,Fire TV Stick,2026-07-03,true
1095,Los Angeles CA,Basic,iPad,2026-06-08,true
1096,Boston MA,Premium,iPad,2024-03-27,true
1097,Nashville TN,Basic,Web browser,2026-06-22,true
1098,Portland OR,Standard,Fire TV Stick,2023-07-15,true
1099,Providence RI,Premium Ad-Free,Android phone,2022-07-27,true
1100,Dallas-Ft Worth TX,Premium Ad-Free,Web browser,2025-06-12,true
1101,Seattle WA,Standard,iPad,2025-05-20,true
1102,Seattle WA,Standard,Fire TV Stick,2022-12-03,false
1103,St Louis MO,Standard,Web browser,2025-02-12,true
1104,Hartford CT,Premium,Samsung TV,2025-08-14,true
1105,Los Angeles CA,Basic,Samsung TV,2026-04-17,true
1106,Hartford CT,Basic,iPhone,2023-01-09,true
1107,Philadelphia PA,Standard,iPad,2022-08-27,true
1108,St Louis MO,Basic,Roku,2026-04-26,true
1109,St Louis MO,Standard,iPhone,2023-03-09,true
1110,Providence RI,Standard,iPad,2025-12-19,true
1111,Miami FL,Premium,iPhone,2026-01-21,true
1112,Philadelphia PA,Premium,Apple TV,2025-01-04,true
1113,Hartford CT,Standard,Roku,2024-10-08,true
1114,Chicago IL,Premium,iPhone,2022-12-18,true
1115,Hartford CT,Basic,Android phone,2023-08-19,true
1116,Seattle WA,Standard,iPhone,2026-01-12,true
1117,Columbus OH,Basic,Web browser,2024-02-18,true
1118,Phoenix AZ,Premium,iPhone,2022-11-14,true
1119,Minneapolis MN,Premium,iPhone,2023-10-17,true
1120,Seattle WA,Premium,Roku,2025-08-31,true
1121,Providence RI,Premium,iPhone,2026-02-06,true
1122,Boston MA,Premium Ad-Free,Fire TV Stick,2024-09-13,true
1123,Chicago IL,Basic,Android phone,2024-08-12,true
1124,Philadelphia PA,Premium Ad-Free,Fire TV Stick,2025-02-17,true
1125,Nashville TN,Standard,Web browser,2026-03-09,true
1126,Nashville TN,Standard,Apple TV,2026-02-23,false
1127,Baltimore MD,Standard,Samsung TV,2024-05-15,true
1128,Miami FL,Standard,Fire TV Stick,2022-07-28,true
1129,Phoenix AZ,Basic,Fire TV Stick,2024-01-27,true
1130,Miami FL,Basic,Web browser,2024-10-05,true
1131,Dallas-Ft Worth TX,Basic,Apple TV,2022-08-18,true
1132,Detroit MI,Standard,iPhone,2023-09-03,true
1133,Portland OR,Premium,Web browser,2023-07-21,false
1134,Portland OR,Standard,iPhone,2024-03-03,true
1135,Miami FL,Standard,Roku,2023-05-11,true
1136,Boston MA,Standard,Apple TV,2024-06-27,true
1137,Minneapolis MN,Standard,Samsung TV,2023-12-20,true
1138,Atlanta GA,Basic,Apple TV,2023-12-28,true
1139,Minneapolis MN,Premium,Fire TV Stick,2023-05-27,true
1140,Denver CO,Basic,iPhone,2022-10-09,false
1141,Baltimore MD,Standard,Samsung TV,2025-05-21,true
1142,Los Angeles CA,Premium,Apple TV,2023-08-20,true
1143,St Louis MO,Standard,Samsung TV,2026-07-09,false
1144,Nashville TN,Premium,Apple TV,2024-05-09,true
1145,Los Angeles CA,Basic,Fire TV Stick,2022-10-09,true
1146,Seattle WA,Premium,Samsung TV,2023-11-13,true
1147,Denver CO,Premium,Web browser,2025-07-02,true
1148,Portland OR,Premium,iPhone,2024-01-13,true
1149,Detroit MI,Standard,iPhone,2025-02-09,true
1150,Baltimore MD,Premium,Web browser,2024-10-13,true
1151,Atlanta GA,Premium Ad-Free,iPhone,2025-09-02,true
1152,Denver CO,Standard,Fire TV Stick,2023-12-15,true
1153,Dallas-Ft Worth TX,Premium,Samsung TV,2025-10-19,true
1154,St Louis MO,Premium,Samsung TV,2024-09-27,true
1155,Los Angeles CA,Standard,Samsung TV,2022-08-05,true
1156,Phoenix AZ,Premium,Fire TV Stick,2023-05-19,true
1157,New York NY,Standard,Roku,2024-11-12,true
1158,Baltimore MD,Standard,Apple TV,2022-06-20,true
1159,Atlanta GA,Basic,Web browser,2026-08-06,true
1160,Los Angeles CA,Basic,Android phone,2022-07-04,true
1161,Phoenix AZ,Premium,iPad,2025-02-18,true
1162,Seattle WA,Standard,Fire TV Stick,2023-02-09,true
1163,Nashville TN,Standard,Samsung TV,2022-07-23,true
1164,Denver CO,Basic,iPhone,2024-01-21,true
1165,Denver CO,Standard,Samsung TV,2024-01-07,true
1166,New York NY,Premium,Samsung TV,2023-06-02,true
1167,Providence RI,Premium,Apple TV,2025-08-15,true
1168,Atlanta GA,Basic,Roku,2025-11-20,true
1169,Columbus OH,Standard,iPad,2025-03-04,true
1170,St Louis MO,Standard,Web browser,2024-08-02,true
1171,Miami FL,Standard,Roku,2023-06-12,true
1172,Miami FL,Standard,Samsung TV,2025-07-18,true
1173,Atlanta GA,Standard,iPhone,2024-03-19,true
1174,Hartford CT,Standard,iPad,2026-08-23,true
1175,Providence RI,Standard,Web browser,2026-07-11,true
1176,Los Angeles CA,Standard,Samsung TV,2022-06-23,true
1177,Los Angeles CA,Standard,Android phone,2022-12-24,true
1178,Hartford CT,Premium,Web browser,2022-12-03,true
1179,Chicago IL,Premium,iPad,2025-03-27,true
1180,Providence RI,Standard,Apple TV,2024-06-08,true
1181,Miami FL,Premium,iPad,2023-09-27,true
1182,St Louis MO,Premium,Samsung TV,2025-07-23,true
1183,Detroit MI,Basic,Roku,2023-06-09,true
1184,Dallas-Ft Worth TX,Standard,iPad,2023-08-30,true
1185,Dallas-Ft Worth TX,Basic,iPad,2024-11-23,true
1186,Los Angeles CA,Premium,Apple TV,2024-10-11,true
1187,New York NY,Basic,Samsung TV,2025-04-30,true
1188,Phoenix AZ,Standard,Apple TV,2023-03-08,true
1189,Phoenix AZ,Basic,Roku,2022-05-22,false
1190,Providence RI,Standard,Web browser,2022-05-02,true
1191,Dallas-Ft Worth TX,Premium Ad-Free,Roku,2023-04-28,true
1192,Chicago IL,Standard,iPhone,2025-02-23,true
1193,Hartford CT,Premium,Roku,2023-04-12,false
1194,Minneapolis MN,Premium Ad-Free,Android phone,2025-08-07,false
1195,Denver CO,Premium,Web browser,2022-10-12,true
1196,Miami FL,Basic,Android phone,2025-07-02,true
1197,Minneapolis MN,Premium,iPhone,2024-11-30,true
1198,Columbus OH,Basic,iPad,2026-04-03,true
1199,Nashville TN,Standard,Web browser,2026-04-22,true
1200,Miami FL,Premium,iPad,2024-12-14,true
1201,Baltimore MD,Standard,Fire TV Stick,2024-04-11,true
1202,Seattle WA,Standard,iPhone,2026-08-01,true
1203,Columbus OH,Standard,iPad,2022-12-31,true
1204,Portland OR,Premium,Apple TV,2026-03-01,true
1205,Detroit MI,Standard,Android phone,2022-05-04,true
1206,St Louis MO,Standard,Roku,2025-06-25,true
1207,Denver CO,Premium,Web browser,2025-01-07,true
1208,Minneapolis MN,Basic,iPhone,2025-12-19,false
1209,Chicago IL,Basic,Android phone,2023-02-03,false
1210,Columbus OH,Standard,iPad,2023-06-29,true
1211,Miami FL,Premium Ad-Free,Fire TV Stick,2026-04-26,true
1212,Portland OR,Basic,Samsung TV,2026-03-15,true
1213,Seattle WA,Basic,iPad,2024-01-09,true
1214,Baltimore MD,Basic,Fire TV Stick,2022-11-29,true
1215,Boston MA,Premium,iPad,2026-03-08,false
1216,New York NY,Basic,Apple TV,2025-09-13,false
1217,Denver CO,Standard,iPhone,2024-04-19,true
1218,Minneapolis MN,Premium Ad-Free,iPhone,2026-03-10,false
1219,Nashville TN,Basic,Android phone,2025-05-04,true
1220,Dallas-Ft Worth TX,Standard,iPad,2026-08-13,false
1221,Miami FL,Standard,Apple TV,2024-07-01,true
1222,Phoenix AZ,Premium,Fire TV Stick,2023-07-25,true
1223,Columbus OH,Standard,Samsung TV,2024-11-16,true
1224,Detroit MI,Standard,iPhone,2025-07-19,true
1225,Dallas-Ft Worth TX,Basic,iPad,2024-10-27,true
1226,Columbus OH,Premium,iPad,2024-06-14,true
1227,New York NY,Premium,Apple TV,2025-12-10,true
1228,Columbus OH,Basic,Web browser,2026-03-05,true
1229,Hartford CT,Standard,Roku,2025-11-14,true
1230,Chicago IL,Premium,Roku,2022-05-25,true
1231,Nashville TN,Basic,Roku,2023-07-13,true
1232,Minneapolis MN,Basic,Web browser,2026-02-11,true
1233,Columbus OH,Standard,Fire TV Stick,2025-05-09,true
1234,Minneapolis MN,Basic,iPhone,2024-11-16,true
1235,Miami FL,Basic,iPad,2025-11-15,true
1236,Los Angeles CA,Standard,iPad,2022-12-22,true
1237,Providence RI,Basic,Web browser,2022-08-03,true
1238,New York NY,Standard,Roku,2025-08-07,true
1239,Chicago IL,Standard,Samsung TV,2026-08-02,true
1240,Providence RI,Standard,iPhone,2025-07-03,true
1241,Denver CO,Basic,Android phone,2024-02-20,false
1242,Portland OR,Premium,iPhone,2023-02-28,true
1243,Columbus OH,Basic,iPhone,2025-03-10,true
1244,Seattle WA,Premium,Apple TV,2025-06-23,true
1245,Baltimore MD,Standard,Roku,2025-07-31,true
1246,Columbus OH,Premium,Samsung TV,2026-08-24,true
1247,Baltimore MD,Basic,Apple TV,2026-08-06,true
1248,Seattle WA,Basic,iPhone,2024-10-21,true
1249,Los Angeles CA,Standard,iPad,2023-12-27,true
1250,Columbus OH,Basic,iPhone,2026-08-09,true
1251,Philadelphia PA,Basic,iPhone,2025-10-16,true
1252,Dallas-Ft Worth TX,Premium,Roku,2022-09-21,true
1253,Boston MA,Premium,Android phone,2022-05-17,true
1254,Portland OR,Basic,Samsung TV,2023-11-18,true
1255,Miami FL,Premium,Roku,2024-05-26,true
1256,Boston MA,Premium,Fire TV Stick,2024-02-19,true
1257,Philadelphia PA,Premium,iPad,2025-01-20,true
1258,Phoenix AZ,Standard,Web browser,2025-10-14,true
1259,Denver CO,Standard,iPhone,2025-01-12,true
1260,Nashville TN,Standard,Web browser,2023-08-19,true
1261,Chicago IL,Standard,Fire TV Stick,2023-10-17,true
1262,St Louis MO,Premium,Apple TV,2023-09-23,true
1263,Dallas-Ft Worth TX,Basic,Web browser,2024-01-10,true
1264,Nashville TN,Basic,Fire TV Stick,2026-05-25,true
1265,Philadelphia PA,Basic,Android phone,2023-12-13,true
1266,Providence RI,Premium Ad-Free,Fire TV Stick,2022-11-06,true
1267,Boston MA,Standard,Apple TV,2023-11-07,true
1268,Atlanta GA,Standard,Samsung TV,2024-02-25,true
1269,Columbus OH,Premium,Apple TV,2025-09-09,true
1270,Providence RI,Premium Ad-Free,iPad,2023-03-25,true
1271,Atlanta GA,Basic,Web browser,2024-09-14,true
1272,New York NY,Premium,iPhone,2025-07-09,true
1273,St Louis MO,Premium,iPhone,2024-07-16,true
1274,Detroit MI,Basic,Roku,2026-02-17,true
1275,Portland OR,Premium,Fire TV Stick,2022-08-26,true
1276,Minneapolis MN,Standard,Roku,2023-08-15,true
1277,Detroit MI,Standard,iPad,2025-03-31,true
1278,Portland OR,Standard,Fire TV Stick,2023-03-23,true
1279,Providence RI,Basic,Apple TV,2026-06-04,true
1280,Baltimore MD,Basic,iPad,2024-12-27,true
1281,Minneapolis MN,Basic,Android phone,2023-11-03,true
1282,Minneapolis MN,Basic,iPhone,2026-07-22,true
1283,Atlanta GA,Standard,Roku,2023-08-05,true
1284,Nashville TN,Standard,iPhone,2023-02-13,true
1285,Atlanta GA,Basic,iPhone,2024-02-02,true
1286,Providence RI,Standard,Apple TV,2025-10-07,true
1287,St Louis MO,Standard,Android phone,2023-06-02,true
1288,Philadelphia PA,Standard,Web browser,2025-03-11,true
1289,New York NY,Premium Ad-Free,Apple TV,2023-06-23,true
1290,Miami FL,Standard,Apple TV,2023-12-10,true
1291,Philadelphia PA,Premium,Apple TV,2026-04-03,true
1292,Baltimore MD,Basic,iPad,2026-03-24,true
1293,Dallas-Ft Worth TX,Premium,Roku,2026-08-05,true
1294,Providence RI,Premium Ad-Free,Web browser,2026-05-07,true
1295,Columbus OH,Premium,iPad,2025-05-12,true
1296,Denver CO,Standard,Samsung TV,2026-07-19,true
1297,Chicago IL,Standard,iPhone,2022-08-07,true
1298,Detroit MI,Standard,Web browser,2022-09-10,true
1299,Denver CO,Standard,iPad,2025-11-29,true
1300,Providence RI,Premium,Apple TV,2025-04-24,true
1301,Portland OR,Premium Ad-Free,Roku,2023-06-13,true
1302,Dallas-Ft Worth TX,Standard,Android phone,2023-10-20,true
1303,Detroit MI,Basic,Fire TV Stick,2024-02-22,true
1304,Baltimore MD,Standard,Roku,2022-05-19,true
1305,Miami FL,Basic,Web browser,2023-12-07,true
1306,Detroit MI,Basic,Samsung TV,2023-10-06,true
1307,Chicago IL,Basic,Android phone,2024-06-26,false
1308,Philadelphia PA,Premium,Fire TV Stick,2024-05-21,true
1309,Dallas-Ft Worth TX,Basic,Roku,2025-05-26,true
1310,Baltimore MD,Basic,Roku,2024-05-27,true
1311,Denver CO,Basic,Apple TV,2022-09-08,true
1312,Los Angeles CA,Premium,Roku,2025-01-10,true
1313,Portland OR,Standard,Samsung TV,2026-01-30,true
1314,Baltimore MD,Basic,Apple TV,2024-01-24,true
1315,St Louis MO,Basic,iPhone,2023-04-06,true
1316,Chicago IL,Standard,iPhone,2022-07-06,true
1317,Minneapolis MN,Basic,Apple TV,2024-04-24,true
1318,Phoenix AZ,Standard,Samsung TV,2023-04-01,true
1319,Dallas-Ft Worth TX,Standard,Roku,2025-07-29,true
1320,Atlanta GA,Premium,Apple TV,2024-10-27,true
1321,New York NY,Basic,Web browser,2024-11-04,true
1322,Chicago IL,Standard,Web browser,2025-03-21,true
1323,Denver CO,Basic,Samsung TV,2023-07-24,true
1324,Baltimore MD,Premium Ad-Free,Web browser,2022-11-02,true
1325,Baltimore MD,Premium Ad-Free,iPhone,2025-03-31,true
1326,Hartford CT,Premium,Fire TV Stick,2026-01-26,true
1327,Detroit MI,Standard,iPad,2023-02-01,true
1328,Boston MA,Basic,Samsung TV,2022-12-25,true
1329,Detroit MI,Premium,iPhone,2022-08-12,true
1330,Los Angeles CA,Premium,Android phone,2025-07-21,true
1331,Dallas-Ft Worth TX,Basic,Apple TV,2023-07-19,true
1332,Minneapolis MN,Standard,Android phone,2023-07-25,true
1333,Dallas-Ft Worth TX,Standard,iPhone,2023-03-29,true
1334,Nashville TN,Premium,Apple TV,2023-03-04,true
1335,Denver CO,Standard,Apple TV,2022-07-16,true
1336,Columbus OH,Standard,Android phone,2024-08-05,true
1337,Miami FL,Standard,Fire TV Stick,2026-05-01,true
1338,Chicago IL,Basic,Roku,2025-10-29,true
1339,Portland OR,Standard,Web browser,2022-10-28,true
1340,Dallas-Ft Worth TX,Basic,Apple TV,2023-01-02,true
1341,Denver CO,Premium,Android phone,2026-08-11,true
1342,New York NY,Standard,Android phone,2025-01-25,true
1343,New York NY,Standard,iPad,2025-08-06,true
1344,Phoenix AZ,Basic,Android phone,2025-04-09,true
1345,Hartford CT,Basic,Android phone,2023-11-23,true
1346,Columbus OH,Standard,iPad,2024-06-14,true
1347,Baltimore MD,Basic,Web browser,2024-07-30,true
1348,Minneapolis MN,Basic,Roku,2024-10-10,true
1349,Minneapolis MN,Premium,Android phone,2023-11-19,true
1350,Phoenix AZ,Standard,Fire TV Stick,2023-09-14,true
1351,Boston MA,Standard,Web browser,2026-06-21,true
1352,Atlanta GA,Standard,Roku,2026-01-24,true
1353,Seattle WA,Premium,Fire TV Stick,2025-03-07,true
1354,St Louis MO,Basic,Fire TV Stick,2024-10-09,true
1355,Philadelphia PA,Premium,iPhone,2022-05-07,true
1356,Seattle WA,Premium Ad-Free,Roku,2022-10-20,true
1357,Los Angeles CA,Standard,Roku,2023-11-07,true
1358,New York NY,Standard,iPhone,2026-07-03,true
1359,New York NY,Premium,Web browser,2026-03-22,true
1360,Atlanta GA,Standard,iPhone,2024-09-05,true
1361,Boston MA,Standard,Samsung TV,2024-02-13,true
1362,Boston MA,Standard,Android phone,2023-10-20,true
1363,Atlanta GA,Basic,iPhone,2026-01-16,true
1364,Philadelphia PA,Basic,Samsung TV,2022-10-26,true
1365,Phoenix AZ,Standard,iPhone,2024-07-10,true
1366,Providence RI,Basic,Roku,2024-02-02,true
1367,Los Angeles CA,Standard,Fire TV Stick,2026-06-27,true
1368,Seattle WA,Standard,Android phone,2023-02-03,true
1369,Columbus OH,Premium Ad-Free,Apple TV,2024-04-22,true
1370,Miami FL,Basic,Roku,2025-09-11,true
1371,Baltimore MD,Standard,Roku,2025-04-12,true
1372,Los Angeles CA,Standard,iPad,2025-02-17,true
1373,Dallas-Ft Worth TX,Basic,Apple TV,2026-07-17,false
1374,Dallas-Ft Worth TX,Basic,Roku,2022-08-01,true
1375,Baltimore MD,Basic,Android phone,2023-03-09,false
1376,Columbus OH,Basic,iPhone,2022-10-29,true
1377,Columbus OH,Basic,Samsung TV,2025-02-16,true
1378,Portland OR,Standard,Web browser,2024-03-30,true
1379,Denver CO,Standard,Apple TV,2024-09-03,true
1380,Denver CO,Basic,iPhone,2024-08-07,true
1381,Columbus OH,Basic,Android phone,2024-02-10,true
1382,Chicago IL,Basic,iPhone,2024-09-15,true
1383,Los Angeles CA,Standard,Fire TV Stick,2023-04-25,true
1384,Baltimore MD,Basic,Android phone,2026-05-28,false
1385,Atlanta GA,Standard,Android phone,2025-10-28,true
1386,Philadelphia PA,Basic,Roku,2022-10-19,true
1387,Phoenix AZ,Basic,Fire TV Stick,2022-11-03,false
1388,Los Angeles CA,Premium Ad-Free,Android phone,2023-02-13,true
1389,Baltimore MD,Basic,Roku,2025-01-23,true
1390,St Louis MO,Basic,Web browser,2024-09-07,false
1391,Los Angeles CA,Basic,Roku,2026-07-20,true
1392,Denver CO,Premium Ad-Free,Web browser,2025-06-13,true
1393,Columbus OH,Standard,Android phone,2023-07-08,true
1394,Minneapolis MN,Standard,Samsung TV,2025-03-05,true
1395,Philadelphia PA,Premium Ad-Free,Apple TV,2024-07-31,true
1396,Phoenix AZ,Basic,Apple TV,2026-02-15,true
1397,Miami FL,Premium Ad-Free,Android phone,2024-07-05,true
1398,Detroit MI,Basic,iPad,2023-07-15,true
1399,Providence RI,Standard,Fire TV Stick,2024-03-08,true
1400,Chicago IL,Standard,iPhone,2024-04-01,true
1401,Baltimore MD,Standard,Web browser,2022-09-13,true
1402,Philadelphia PA,Premium Ad-Free,Apple TV,2025-08-24,true
1403,Chicago IL,Basic,Android phone,2025-05-12,true
1404,Los Angeles CA,Premium Ad-Free,Fire TV Stick,2023-12-18,true
1405,Hartford CT,Standard,iPad,2024-07-31,true
1406,Hartford CT,Standard,Fire TV Stick,2022-06-03,true
1407,Los Angeles CA,Premium Ad-Free,Apple TV,2026-05-26,true
1408,Baltimore MD,Basic,Samsung TV,2026-02-16,true
1409,Providence RI,Premium,Apple TV,2025-03-06,true
1410,Chicago IL,Standard,Fire TV Stick,2024-09-03,true
1411,Boston MA,Standard,Android phone,2022-10-22,true
1412,Phoenix AZ,Basic,Roku,2024-07-09,true
1413,Chicago IL,Standard,Web browser,2024-10-07,true
1414,Portland OR,Standard,Roku,2025-12-08,true
1415,Phoenix AZ,Standard,Apple TV,2024-10-11,true
1416,Portland OR,Basic,Web browser,2024-05-11,true
1417,Miami FL,Basic,Fire TV Stick,2024-02-18,true
1418,Dallas-Ft Worth TX,Premium,Roku,2024-01-14,true
1419,Baltimore MD,Basic,Android phone,2024-10-19,true
1420,Seattle WA,Standard,Roku,2025-12-23,true
1421,St Louis MO,Premium Ad-Free,Web browser,2025-12-30,true
1422,Columbus OH,Basic,Samsung TV,2025-12-27,true
1423,Phoenix AZ,Basic,iPad,2023-12-25,false
1424,Detroit MI,Standard,Fire TV Stick,2022-12-14,true
1425,Chicago IL,Basic,Fire TV Stick,2022-11-02,true
1426,Nashville TN,Standard,Web browser,2025-04-24,true
1427,Detroit MI,Standard,iPad,2026-04-25,true
1428,St Louis MO,Standard,Web browser,2023-12-07,true
1429,Chicago IL,Standard,Apple TV,2026-06-29,true
1430,Portland OR,Standard,Samsung TV,2023-12-12,true
1431,Seattle WA,Standard,iPhone,2024-12-31,true
1432,Hartford CT,Basic,Samsung TV,2023-01-11,true
1433,Hartford CT,Standard,Fire TV Stick,2023-12-14,true
1434,Phoenix AZ,Premium,Samsung TV,2023-06-16,true
1435,Los Angeles CA,Standard,iPhone,2024-11-25,true
1436,New York NY,Standard,Roku,2023-01-08,true
1437,Dallas-Ft Worth TX,Basic,Apple TV,2024-05-21,true
1438,Detroit MI,Basic,Apple TV,2023-12-15,false
1439,Los Angeles CA,Basic,Roku,2025-02-05,true
1440,Columbus OH,Basic,Roku,2024-09-17,true
1441,Portland OR,Premium Ad-Free,Samsung TV,2023-01-09,true
1442,Denver CO,Basic,Roku,2024-12-15,true
1443,St Louis MO,Premium,Apple TV,2026-07-26,true
1444,Dallas-Ft Worth TX,Basic,iPhone,2025-01-07,true
1445,New York NY,Basic,iPad,2024-12-17,true
1446,Providence RI,Standard,Roku,2024-11-05,true
1447,St Louis MO,Basic,Samsung TV,2026-05-09,false
